Favorite,Job Title,Job Link,Owner,Invitation to Bid,Project Value,Location,Stage,Bid Date,Start Date,Documents,Last Updated,Search Tags,Status,Email Sent,Sent Date,Attachment
False,Licensed Contractors for Calendar Year 2025 - List of Qualified Contractors for Informal Projects,https://www.bidocean.com/subscriber-portal/view-opportunity/1894176089675bde5128e430.24634494,"Tustin, City of",,,"Tustin, Orange, CA",,2025-12-31,,,2024-12-13,,New,Yes,2026-01-12 15:28:51.321076,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,2025 CUPCCAA Qualified Contractor List (Request for Information),https://www.bidocean.com/subscriber-portal/view-opportunity/709600362673d9a7b008904.40910207,"San Clemente, Public Works",,,"San Clemente, Orange, CA",,2025-12-31,,,2024-11-20,,New,Yes,2026-01-12 15:28:51.321462,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Headquarters Tile Roof Replacement Operations and Warehouse Buildings,https://www.bidocean.com/subscriber-portal/view-opportunity/15505496186958a157979414.45123371,Rancho California Water District (RCWD),,,"Temecula, CA",,2026-01-21,2026-01-07,,2026-01-02,,New,Yes,2026-01-12 15:28:51.321854,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Headquarters Facilities Modification & Improvements,https://www.bidocean.com/subscriber-portal/view-opportunity/11569278696958a03059f555.69556576,Rancho California Water District (RCWD),,,"Temecula, CA",,2026-01-08,,,2026-01-02,,New,Yes,2026-01-12 15:28:51.322272,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Design Build Renovation of City Hall Lobby - (RFP),https://www.bidocean.com/subscriber-portal/view-opportunity/20243776086932b17c18ec07.68910716,"Riverside, City of",,,"Riverside, Riverside, CA",,2026-01-21,2025-12-17,,2026-01-02,,New,Yes,2026-01-12 15:28:51.322651,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Library Camera System Upgrade with Network Cabling,https://www.bidocean.com/subscriber-portal/view-opportunity/1023300080692d934a3804a9.09232567,"Corona, City of",,,"Corona, Riverside, CA",,2026-01-08,2025-12-03,,2026-01-02,,New,Yes,2026-01-12 15:28:51.323031,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Kay Ceniceros Senior Center Roof Rehabilitation,https://www.bidocean.com/subscriber-portal/view-opportunity/64339993969579dbf9b5ee3.93193787,"Menifee, City of - Dept. of Finance",,,"Menifee, Riverside, CA",,2026-01-07,,,2026-01-02,,New,Yes,2026-01-12 15:28:51.323403,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Boiler Maintenance,https://www.bidocean.com/subscriber-portal/view-opportunity/1183082991695350a9a30f75.13197829,California Dept. of General Services,,,"West Sacramento, Riverside, CA",,2026-01-28,2026-01-13,,2025-12-29,,New,Yes,2026-01-12 15:28:51.323780,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Patriot High School Theater,https://www.bidocean.com/subscriber-portal/view-opportunity/576755805692d98f2010963.91885786,Jurupa Unified School District,,,"Jurupa Valley, Riverside, CA",,2025-12-19,2025-12-01,,2025-12-15,,New,Yes,2026-01-12 15:28:51.324186,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Selection of an Access Control and Intrusion Protection System (RFP) *CANCELED*,https://www.bidocean.com/subscriber-portal/view-opportunity/17651619656926a7eac97fe3.10905598,"Redlands, City of",,,"Redlands, San Bernardino, CA",,2026-01-08,,,2026-01-05,,New,Yes,2026-01-12 15:28:51.324576,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Chaffey Joint Union High School District Project District-wide Structured Cabling Identification: Installation and Materials,https://www.bidocean.com/subscriber-portal/view-opportunity/707455565694f80894451c4.48132404,"Chaffey Joint Union High School District, Director of Purchasing",,,"Ontario, San Bernardino, CA",,2026-01-20,2025-12-29,,2026-01-04,,New,Yes,2026-01-12 15:28:51.324955,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Big Bear Administration Facility - Tenant Improvement,https://www.bidocean.com/subscriber-portal/view-opportunity/1332283443695503fac1a505.77709759,Mountain Area Regional Transit Authority (MARTA),,,"Big Bear Lake, San Bernardino, CA",,2026-02-17,2026-01-26,,2026-01-03,,New,Yes,2026-01-12 15:28:51.325399,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Construction of the Central Plant Cooling Tower Replacement,https://www.bidocean.com/subscriber-portal/view-opportunity/1422270050694eb0656a87f0.78524781,Inland Empire Utilities Agency,,,"Chino, San Bernardino, CA",,2026-01-22,2026-01-07,,2026-01-03,,New,Yes,2026-01-12 15:28:51.325786,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Homeless Navigation Center Campus (RFQ),https://www.bidocean.com/subscriber-portal/view-opportunity/95049741691aafd7a18c55.95906908,"San Bernardino, City of",,,"San Bernardino, San Bernardino, CA",,2026-01-06,2025-11-19,,2026-01-02,,New,Yes,2026-01-12 15:28:51.326162,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Emergency Replace Refrigerant Units- FCC Victorville,https://www.bidocean.com/subscriber-portal/view-opportunity/2134105925693a33f076a760.47553725,"Dept. of Justice, Bureau of Prisons, FBOP - Field Acquisition Office",,,"Grand Prairie, San Bernardino, CA",,2026-02-04,,,2025-12-31,,New,Yes,2026-01-12 15:28:51.326535,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Yucaipa Regional Park Restroom Replacement,https://www.bidocean.com/subscriber-portal/view-opportunity/45635600269259129307a95.82921506,San Bernardino County Facilities Management,,,"San Bernardino, San Bernardino, CA",,2026-01-07,2025-12-03,,2025-12-31,,New,Yes,2026-01-12 15:28:51.326899,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,ARMC Central Plant Medical Vacuum System Replacement,https://www.bidocean.com/subscriber-portal/view-opportunity/49186488869180d0bb9f099.13671736,San Bernardino County Engineering Dept.,,,"San Bernardino, San Bernardino, CA",,2026-01-06,2025-11-21,,2025-12-30,,New,Yes,2026-01-12 15:28:51.327319,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,County Service Area 120 North Etiwanda Preserve Bathroom Addition Project,https://www.bidocean.com/subscriber-portal/view-opportunity/1196635627691dccddd87d51.63294965,"San Bernardino County, Department of Public Works - Special Districts",,,"San Bernardino, San Bernardino, CA",,2026-01-07,2025-12-04,,2025-12-30,,New,Yes,2026-01-12 15:28:51.327713,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,City Hall Renovation Project - Phase II (City Hall),https://www.bidocean.com/subscriber-portal/view-opportunity/715928716954a3efe25dd7.59590836,"Fontana, City of",,,"Fontana, San Bernardino, CA",,2026-01-29,2026-01-14,,2025-12-30,,New,Yes,2026-01-12 15:28:51.328090,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Jessie Turner Center Indoor Basketball Court Replacement,https://www.bidocean.com/subscriber-portal/view-opportunity/18790361046954a2cc421e09.53300450,"Fontana, City of",,,"Fontana, San Bernardino, CA",,2026-02-05,2026-01-14,,2025-12-30,,New,Yes,2026-01-12 15:28:51.328471,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Serrano High School Transformation,https://www.bidocean.com/subscriber-portal/view-opportunity/11685309146940164f5d1289.36792851,Snowline Joint Unified School District,,,"Phelan, San Bernardino, CA",,2026-01-08,2025-12-18,,2025-12-30,,New,Yes,2026-01-12 15:28:51.328877,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,"Interior Lobby Common Area, Suite 110,140 & 200, Lobby Boardroom (RFP)",https://www.bidocean.com/subscriber-portal/view-opportunity/64446788169535982ac6036.44054526,San Bernardino County Transportation Authority (SBCTA),,,"San Bernardino, San Bernardino, CA",,2026-01-30,2026-01-09,,2025-12-29,,New,Yes,2026-01-12 15:28:51.329266,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Districtwide Painting Phase 3,https://www.bidocean.com/subscriber-portal/view-opportunity/36462228169367f31e3ca87.71056426,Rialto Unified School District,,,"Rialto, San Bernardino, CA",,2026-01-21,2025-12-22,,2025-12-29,,New,Yes,2026-01-12 15:28:51.329648,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,District Office and District Registration Center Roof Repairs *Canceled*,https://www.bidocean.com/subscriber-portal/view-opportunity/17450224016939170887d5d5.30561333,Rialto Unified School District,,,"Rialto, San Bernardino, CA",,2025-12-22,2025-12-16,,2025-12-22,,New,Yes,2026-01-12 15:28:51.330016,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,"08A3942 - HVAC Removal, Disposal, and Replacement Services in San Bernardino County",https://www.bidocean.com/subscriber-portal/view-opportunity/16702557066945ef12c230c2.82981942,California Dept. of Transportation - Caltrans,,,"Sacramento, San Bernardino, CA",,2026-01-02,,,2025-12-19,,New,Yes,2026-01-12 15:28:51.330460,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,Professional Design Engineering Services for Jerry Lewis Family Swim Center Improvements Project (RFP),https://www.bidocean.com/subscriber-portal/view-opportunity/1688435989692d23761e3379.24792728,"San Bernardino, City of",,,"San Bernardino, San Bernardino, CA",,2025-12-22,2025-12-04,,2025-12-11,,New,Yes,2026-01-12 15:28:51.330837,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
False,"Victor Valley College Roofing for Buildings 31, 44, and 65 Project",https://www.bidocean.com/subscriber-portal/view-opportunity/1219828160691beeaa20ba47.79064157,Victor Valley Community College District,,,"Victorville, San Bernardino, CA",,2025-12-29,2025-11-25,,2025-11-20,,New,Yes,2026-01-12 15:28:51.331247,https://www.dropbox.com/scl/fi/316zetbljhtu473hrjac3/new_jobs_20260112_161201.xlsx?rlkey=adblgm6c8vd21wk0y4kt9o0nd&dl=0
